BookingID,BookingDate,CustomerID,CustomerName,Gender,Age,MobileNo,EmailID,City,Country,FlightID,FlightName,FlightNumber,SourceCity,SourceAirport,DestinationCity,DestinationAirport,FlightDate,DepartureTime,ArrivalTime,SeatClass,SeatNumber,PNRNumber,TicketPrice,TaxAmount,TotalAmount,PaymentMode,PaymentStatus,BookingStatus
2588,2026-03-10,CUST002588,Eiravati Nath,Female,39.0,1805036253.0,biswasbachittar@example.org,Bettiah,Singapore,FL002588,IndiGo,EK3688,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Goa,Manohar International Airport,00-00-0000,08:30,18:30,Business,32F,PNR5640352,39489,1974.45,41463.45,Credit Card,Refunded,Confirmed
2046,2026-06-21,CUST002046,Hamsini Mutti,Male,57.0,5680410810.0,akshay86@example.net,Berhampore,Singapore,FL002046,Emirates,AI4665,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Hyderabad,Rajiv Gandhi International Airport,2026-08-19,01:30,08:30,,26F,PNR5597044,27506,1375.3,28881.3,UPI,Pending,Waiting
4672,2025-07-14,CUST004672,,Male,46.0,2026497273.0,kakarkamya@example.org,Mangalore,India,FL004672,Singapore Airlines,SG5036,Goa,Manohar International Airport,Dubai,Dubai International Airport,2025-10-29,08:15,11:15,,46C,,8048,402.4,8450.4,Net Banking,Pending,
1822,2026-06-17,CUST001822,Tanmayi Gara,Male,20.0,381385256.0,omangat@example.net,Rampur,Singapore,FL001822,Thai Airways,UK3078,Singapore,Singapore Changi Airport,Goa,Manohar International Airport,2026/99/99,23:45,07:45,Economy,38D,PNR9025968,13827,691.35,14518.35,Debit Card,Paid,Waiting
431,2025-08-06,CUST000431,Hiral Minhas,Female,18.0,7851671030.0,karan47@example.net,Berhampur,Singapore,FL000431, Air India,EK6026,Bangkok,Suvarnabhumi Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2025-11-30,07:15,08:15,,11C,PNR3751938,49131,2456.55,51587.55,Debit Card,Refunded,Cancelled
1796,2025-09-26,CUST001796,Bhavani Karnik,Female,47.0,6401051355.0,quincy23@example.net,Ahmedabad,UAE,FL001796,Akasa Air,QR9185,Bangkok,Suvarnabhumi Airport,Jaipur,Jaipur International Airport,2025-12-03,11:00,18:00,Business,50C,PNR4614585,15573,778.65,16351.65,Credit Card,Pending,Waiting
4255,2025-10-12,CUST004255,Harinakshi Sankaran,Male,47.0,4977945623.0,rajeshriahluwalia@example.net,Bijapur,India,FL004255,Air India,EK348,,Sardar Vallabhbhai Patel International Airport,,Chhatrapati Shivaji Maharaj International Airport,2026-01-23,08:30,18:30,Business,17E,PNR8731036,65705,3285.25,68990.25,UPI,Paid,
4358,2025-10-24,CUST004358,,Male,24.0,1644859067.0,devika65@example.org,Ongole,Thailand,FL004358,Thai Airways,QP4649,Kolkata,Netaji Subhas Chandra Bose International Airport,Pune,Pune International Airport,2025-10-30,17:00,23:00,Business,13E,PNR9982395,50946,2547.3,53493.3,Credit Card,Refunded,Confirmed
3978,2025-08-05,CUST003978,Matthew Ranganathan,Female,64.0,3602959271.0,gillbaljiwan@example.com,Guna,India,FL003978,Singapore Airlines,UK1128,Kolkata,Netaji Subhas Chandra Bose International Airport,Jaipur,Jaipur International Airport,,12:30,18:30,Premium Economy,17A,PNR4251495,10810,540.5,11350.5,Debit Card,Pending,Waiting
2338,2025-08-18,CUST002338,Bachittar Kurian,Female,58.0,4541137469.0,qbarad@example.org,Raebareli,Thailand,FL002338,Thai Airways,QP1347,Kolkata,Netaji Subhas Chandra Bose International Airport,Delhi,Indira Gandhi International Airport,2025-11-03,14:00,15:00,,32F,,48141,2407.05,50548.05,Debit Card,Paid,Confirmed
3660,2025-07-03,CUST003660,Advaith Chauhan,Male,28.0,8645986874.0,abha17@example.com,Ambala,Singapore,FL003660,Akasa Air,QP3729,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Doha,Hamad International Airport,,01:00,09:00,Business,35F,,39344,1967.2,41311.2,Net Banking,Paid,Cancelled
3403,2026-06-15,CUST003403,Matthew Tella,Male,,7370705100.0,ywagle@example.org,Anantapur,Singapore,FL003403,Air India,AI3886,Chennai,Chennai International Airport,,Hamad International Airport,2026-08-26,11:45,12:45,Economy,41D,PNR8002305,11391,569.55,11960.55,Credit Card,Pending,Waiting
2013,2026-03-21,CUST002013,Saanvi Sanghvi,Female,44.0,7040040434.0,lipika70@example.net,Cuttack,Thailand,FL002013,British Airways,6E6824,Hyderabad,Rajiv Gandhi International Airport,,Jaipur International Airport,,14:30,16:30,Business,11C,PNR4537765,30116,1505.8,31621.8,Debit Card,Refunded,Cancelled
2767,2026-05-28,CUST002767,Avni Chad,Male,44.0,1777604904.0,chandreshpatil@example.net,Sangli-Miraj & Kupwad,UAE,FL002767,Qatar Airways,EK8139,,Heathrow Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-08-02,04:15,10:15,Business,36B,PNR6222962,11490,574.5,12064.5,Credit Card,Refunded,Cancelled
1660,2026-01-08,CUST001660,Dayamai Manda,Male,48.0,1746805428.0,saumya99@example.net,Srikakulam,India,FL001660,Vistara,QR5110,Pune,Pune International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-04-01,21:15,23:15,First Class,41F,PNR6346913,17604,880.2,18484.2,Credit Card,Pending,Waiting
4550,2026-04-05,CUST004550,Megha Atwal,Female,,6663906127.0,,Surat,UK,FL004550,Singapore Airlines,6E9079,,Indira Gandhi International Airport,Dubai,Dubai International Airport,2026-05-16,17:45,18:45,Business,8B,PNR8902245,8477,423.85,8900.85,UPI,Refunded,Confirmed
4599,2026-03-13,CUST004599,Hamsini Solanki,Female,33.0,8514594105.0,ranveer30@example.org,Bhiwani,India,FL004599,Qatar Airways,QP7472,Bengaluru,Kempegowda International Airport,Pune,Pune International Airport,2026-04-02,13:45,19:45,Economy,21D,PNR9943862,25781,1289.05,27070.05,Credit Card,Refunded,Confirmed
3139,2025-08-03,CUST003139,,Male,62.0,7495504324.0,jmangat@example.net,Munger,UK,FL003139,Thai Airways,UK6381,Bangkok,Suvarnabhumi Airport,Chennai,Chennai International Airport,2025-11-19,11:15,20:15,Business,9C,PNR5344316,29913,1495.65,31408.65,UPI,Refunded,Cancelled
4885,2025-09-27,CUST004885,Bhavna Roy,Female,,7512880730.0,varsha61@example.org,Mumbai,UK,FL004885,Thai Airways,QP9155,Jaipur,Jaipur International Airport,Doha,Hamad International Airport,2025-11-27,01:45,09:45,Premium Economy,39A,PNR3790354,71247,3562.35,74809.35,Debit Card,Refunded,Waiting
1144,2026-01-09,CUST001144,Advay Joshi,Male,65.0,9767413705.0,lakshoak@example.com,Ongole,UAE,FL001144,Emirates,SG5299,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Pune,Pune International Airport,2026-02-14,05:15,07:15,Economy,41C,PNR6690950,69389,3469.45,72858.45,Credit Card,Refunded,Confirmed
1018,2026-06-13,CUST001018,Arunima Rajagopalan,Female,73.0,4071675131.0,ikshitakapoor@example.net,Dehri,Singapore,FL001018,Singapore Airlines,QP5943,Jaipur,Jaipur International Airport,Delhi,Indira Gandhi International Airport,,19:15,22:15,Economy,50C,PNR2593730,44644,2232.2,46876.2,Debit Card,,Confirmed
3968,2025-12-26,CUST003968,Yadavi Dube,Female,40.0,3630617283.0,wwable@example.net,New Delhi,UK,FL003968,Etihad Airways,SG6844,,Manohar International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-03-22,06:30,12:30,First Class,49C,PNR8832508,21807,1090.35,22897.35,UPI,Refunded,Cancelled
2300,2025-10-29,CUST002300,Divya Korpal,Male,50.0,8834542388.0,wrideshdyal@example.net,Gudivada,UK,FL002300,Lufthansa,6E3796,Goa,Manohar International Airport,London,Heathrow Airport,2026-02-17,22:15,23:15,First Class,1A,PNR7854938,47711,2385.55,50096.55,Net Banking,Pending,Waiting
1955,2025-11-14,CUST001955,Hemal Mahajan,Male,,12345,dakshadoshi@example.com,Chittoor,India,FL001955,Etihad Airways,UK8475,,Singapore Changi Airport,London,Heathrow Airport,2025-12-15,05:15,06:15,,34B,PNR6708753,51295,2564.75,53859.75,Debit Card,Refunded,Confirmed
1789,2025-10-31,CUST001789,Aditya Raju,Female,55.0,9643658506.0,sbala@example.net,Berhampur,Thailand,FL001789,Etihad Airways,QR3926,Dubai,Dubai International Airport,Singapore,Singapore Changi Airport,2026-02-11,03:15,12:15,Premium Economy,48C,PNR9015316,0,3530.75,74145.75,Net Banking,Paid,Confirmed
1604,2025-07-12,CUST001604,Unnati Singhal,Male,,2848146412.0,,Maheshtala,Singapore,FL001604,Emirates,SG9744,London,Heathrow Airport,Hyderabad,Rajiv Gandhi International Airport,2025-08-05,18:45,03:45,First Class,34D,PNR3585018,25118,1255.9,26373.9,UPI,Refunded,Waiting
3720,2026-05-17,CUST003720,Gaurang Saha,Male,43.0,7081704434.0,nitesh43@example.com,Ajmer,UAE,FL003720,Lufthansa,AI5321,,Hamad International Airport,,Suvarnabhumi Airport,2026-05-26,19:00,23:00,Business,35C,PNR5123372,10851,542.55,11393.55,Net Banking,Pending,Cancelled
852,2026-02-15,CUST000852,Kai Nanda,Female,35.0,7469608647.0,rayaansachdev@example.net,Pune,Thailand,FL000852,Qatar Airways,QR2992,Chennai,Chennai International Airport,,Chhatrapati Shivaji Maharaj International Airport,2026-05-22,23:45,07:45,Premium Economy,21A,PNR5252973,39998,1999.9,41997.9,Debit Card,Paid,Waiting
445,2025-10-15,CUST000445,Eta Bhatti,Female,61.0,5367646792.0,,Kollam,UK,FL000445,Emirates,EK8287,Kolkata,Netaji Subhas Chandra Bose International Airport,Bangkok,Suvarnabhumi Airport,2026-01-03,07:30,13:30,First Class,23E,PNR5545408,49236,2461.8,51697.8,UPI,Paid,Waiting
403,2025-08-06,CUST000403,Shravya Bhavsar,Female,40.0,3478188263.0,ishani11@example.org,,UAE,FL000403,Qatar Airways,UK4078,Kolkata,Netaji Subhas Chandra Bose International Airport,Dubai,Dubai International Airport,,14:45,15:45,Economy,2B,PNR1345826,49673,2483.65,52156.65,UPI,Pending,Waiting
246,2026-05-24,CUST000246,Darsh Chaudhuri,Female,67.0,2219143282.0,veerdalal@example.net,Bongaigaon,India,FL000246,Vistara,QP9618,Jaipur,Jaipur International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-06-19,07:45,10:45,Premium Economy,2A,PNR5594665,23989,1199.45,25188.45,UPI,,Waiting
1782,2025-12-16,CUST001782,Tara Arora,Male,68.0,3316295021.0,inaya11@example.com,Coimbatore,UK,FL001782,SpiceJet,SG464,Singapore,Singapore Changi Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2025-12-20,12:15,21:15,Economy,36B,PNR1161747,14605,730.25,15335.25,Net Banking,Paid,Cancelled
983,2025-07-29,CUST000983,Radhika Talwar,Female,47.0,5525174877.0,semkala@example.com,Nagpur,Thailand,FL000983,Emirates,AI8459,,Suvarnabhumi Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,,22:15,07:15,Business,35C,PNR9438393,2662,133.1,2795.1,Debit Card,Paid,Waiting
985,2026-03-21,CUST000985,Wahab Lala,Female,67.0,4595510604.0,,Jamshedpur,UAE,FL000985,Akasa Air,UK8106,Goa,Manohar International Airport,Bengaluru,Kempegowda International Airport,2026-06-11,22:30,04:30,,8C,PNR7973867,10342,517.1,10859.1,Debit Card,Pending,Cancelled
3298,2026-04-20,CUST003298,,Male,54.0,7084018468.0,,Sasaram,Singapore,FL003298,Qatar Airways,6E8842,Kolkata,Netaji Subhas Chandra Bose International Airport,,Heathrow Airport,2026-06-19,02:15,10:15,Premium Economy,15E,PNR7423139,26011,1300.55,27311.55,Debit Card,Refunded,Waiting
4708,2026-05-18,CUST004708,Vrinda Parikh,Female,36.0,ABCDEFGHIJ,nagarajanwakeeta@example.net,Patna,Thailand,FL004708,SpiceJet,AI626,London,Heathrow Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-08-28,15:45,16:45,Premium Economy,17E,PNR6901287,69750,3487.5,73237.5,UPI,Paid,Confirmed
479,2026-02-27,CUST000479,Yuvraj Ahuja,Female,45.0,7292976719.0,waliowen@example.com,Miryalaguda,UAE,FL000479,SpiceJet,6E9654,Goa,Manohar International Airport,Hyderabad,Rajiv Gandhi International Airport,,11:45,17:45,Economy,12A,PNR7179962,16933,846.65,17779.65,Net Banking,Pending,Confirmed
2270,2026-02-12,CUST002270,Hritik Srivastava,Male,,,krishnanishani@example.com,Varanasi,Singapore,FL002270,SpiceJet,6E1011,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-06-12,22:30,23:30,Premium Economy,20A,PNR2357308,29397,1469.85,30866.85,UPI,Pending,Confirmed
3914,2025-09-20,CUST003914,Harinakshi Lala,Male,55.0,9978154452.0,ansh87@example.org,Alappuzha,Singapore,FL003914,Akasa Air,SG7303,Doha,Hamad International Airport,Delhi,Indira Gandhi International Airport,2026-01-09,02:30,04:30,First Class,18F,PNR4613332,20811,1040.55,21851.55,Debit Card,Paid,Waiting
4408,2025-09-09,CUST004408,Aditya Sule,Female,38.0,3103020590.0,aryan09@example.org,Amritsar,Singapore,FL004408,Vistara,EK5026,London,Heathrow Airport,Bangkok,Suvarnabhumi Airport,2025-10-03,06:30,09:30,Business,46A,PNR4018381,2957,147.85,3104.85,UPI,Refunded,Confirmed
4019,2026-06-19,CUST004019,,Female,-5,3370549886.0,mohammedgulati@example.org,Navi Mumbai,Thailand,FL004019,Vistara,EK6067,,Chennai International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-09-25,12:45,22:45,Premium Economy,41F,PNR8617915,51906,2595.3,54501.3,Debit Card,Pending,Cancelled
2128,2026-03-23,CUST002128,Raghav Chadha,Female,19.0,8818896895.0,chadhaxalak@example.net,Shimoga,Singapore,FL002128,Etihad Airways,QR2752,Bangkok,Suvarnabhumi Airport,Singapore,Singapore Changi Airport,2026-05-29,21:30,02:30,First Class,3F,PNR5093803,-33720,3424.7,71918.7,Debit Card,,Waiting
672,2025-06-23,CUST000672,Sanya Bail,Male,59.0,968948848.0,tarabutala@example.com,Buxar,India,FL000672,Lufthansa,EK9008,London,Heathrow Airport,Hyderabad,Rajiv Gandhi International Airport,2025-08-10,10:30,20:30,Economy,15D,PNR2186467,17402,870.1,18272.1,Net Banking,Refunded,Cancelled
3315,2025-07-23,CUST003315,Wakeeta Garg,Male,63.0,3523795217.0,gulatigayathri@example.org,Motihari,India,FL003315,Thai Airways,6E8359,Dubai,Dubai International Airport,Goa,Manohar International Airport,2025-07-28,10:00,15:00,Premium Economy,33B,PNR2341323,61859,3092.95,64951.95,Debit Card,Pending,Cancelled
4781,2025-11-01,CUST004781,  Upma Dara   ,Female,75.0,4305786793.0,egera@example.com,Nandyal,India,FL004781,Qatar Airways,6E8985,Chennai,Chennai International Airport,,Indira Gandhi International Airport,2025-11-22,13:45,23:45,,43E,PNR3776783,32107,1605.35,33712.35,Net Banking,Paid,Confirmed
3942,2026-04-27,CUST003942,Damini Bhattacharyya,Male,44.0,0000000000,abcgmail.com,Kozhikode,Thailand,FL003942,SpiceJet,AI2535,Singapore,Singapore Changi Airport,Dubai,Dubai International Airport,2026-06-15,03:45,10:45,Business,34C,PNR4873073,66404,3320.2,69724.2,Debit Card,Pending,Cancelled
1140,2026-04-22,CUST001140,Lucky Goel,Female,36.0,,cmukherjee@example.com,Khammam,Singapore,FL001140,Singapore Airlines,EK130,Pune,Pune International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-07-12,12:15,14:15,Economy,24C,PNR2708157,61802,3090.1,64892.1,Net Banking,Paid,Waiting
811,2026-02-22,CUST000811,Meera Modi,Male,,722852690.0,maharajsudiksha@example.com,Nagercoil,Singapore,FL000811,IndiGo,AI6376,Dubai,Dubai International Airport,,Chennai International Airport,,12:00,20:00,First Class,28F,PNR8150873,18436,921.8,19357.8,Net Banking,Pending,Confirmed
3622,2026-04-28,CUST003622,Ikshita Raman,Female,74.0,9501664167.0,,Haldia,UK,FL003622,Akasa Air,SG6651,Goa,Manohar International Airport,Delhi,Indira Gandhi International Airport,2026-06-06,21:45,06:45,,10B,PNR9592012,20984,1049.2,22033.2,Net Banking,Paid,Confirmed
2595,2026-04-13,CUST002595,Aradhana Shah,Male,35.0,9622263466.0,lopasidhu@example.net,Yamunanagar,Thailand,FL002595,Air India,6E3797,Hyderabad,Rajiv Gandhi International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,,09:45,16:45,Economy,35A,PNR7259829,19280,964.0,20244.0,UPI,Paid,Waiting
1026,2026-04-04,CUST001026,Samaksh Palan,Female,59.0,8817525260.0,ayush28@example.com,,UK,FL001026,SpiceJet,6E1584,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Chennai,Chennai International Airport,2026-06-02,14:15,17:15,Economy,34D,PNR4650472,46828,2341.4,49169.4,Credit Card,Refunded,Confirmed
4731,2026-03-28,CUST004731,Harinakshi Gokhale,Female,,1628619587.0,fariq52@example.com,Suryapet,Thailand,FL004731,SpiceJet,AI1066,Pune,Pune International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-05-22,03:45,08:45,First Class,4A,PNR8938810,48349,2417.45,50766.45,UPI,Paid,Cancelled
2407,2025-07-04,CUST002407,Gauri Rajagopalan,Male,61.0,7025420638.0,,Kalyan-Dombivli,UK,FL002407,Akasa Air,AI6520,Singapore,Singapore Changi Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,,21:00,07:00,Economy,27D,PNR4372752,45561,2278.05,47839.05,Debit Card,Paid,Waiting
3907,2025-07-23,CUST003907,Lekha Ranganathan,Male,70.0,2706614576.0,dubeyayushman@example.net,Miryalaguda,UAE,FL003907,IndiGo,6E8108,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Bangkok,Suvarnabhumi Airport,2025-10-16,21:00,07:00,Premium Economy,7F,PNR1004985,19504,975.2,20479.2,UPI,Paid,Confirmed
2711,2026-05-31,CUST002711,Reva Sama,Female,20.0,96907677.0,okarpe@example.net,Bidhannagar,UK,FL002711,British Airways,UK9642,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Chennai,Chennai International Airport,2026-08-20,22:15,03:15,Business,29F,PNR8412074,62512,3125.6,65637.6,Debit Card,Paid,Cancelled
3891,2025-11-06,CUST003891,Ekantika Seshadri,Female,27.0,3199114360.0,manbirpillay@example.org,Katni,Singapore,FL003891,Singapore Airlines,EK9817,Delhi,Indira Gandhi International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2025-12-06,13:00,21:00,Premium Economy,35C,PNR2535070,29555,1477.75,31032.75,Net Banking,Pending,Waiting
2940,2026-01-07,CUST002940,Hiral Wali,Female,40.0,7613477234.0,saranagi@example.net,Bhavnagar,Singapore,FL002940,Singapore Airlines,QP5698,Singapore,Singapore Changi Airport,Hyderabad,Rajiv Gandhi International Airport,2026-03-04,01:15,04:15,,3C,PNR8032696,21707,1085.35,22792.35,Credit Card,Paid,Confirmed
1394,2026-05-29,CUST001394,Eta Sibal,Female,57.0,372884608.0,sdara@example.org,Bokaro,UK,FL001394,SpiceJet,EK413,Delhi,Indira Gandhi International Airport,,Singapore Changi Airport,2026-06-14,11:00,14:00,Premium Economy,2A,PNR4183054,53558,2677.9,56235.9,Debit Card,Refunded,Confirmed
3917,2026-03-12,CUST003917,Daksh Sethi,Male,39.0,8494850035.0,amairasha@example.com,Patna,UAE,FL003917,Etihad Airways,6E6905,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Bengaluru,Kempegowda International Airport,2026-07-03,12:30,16:30,Economy,43F,,72731,3636.55,76367.55,Debit Card,Paid,Confirmed
2060,2026-06-06,CUST002060,Rayaan Narula,Female,61.0,4772290381.0,zachariahvaishnavi@example.org,Tirupati,Thailand,FL002060,Thai Airways,6E8797,Bengaluru,Kempegowda International Airport,London,Heathrow Airport,2026-06-21,04:00,14:00,Economy,11C,PNR5955354,40443,2022.15,42465.15,Debit Card,Pending,Cancelled
76,2025-08-13,CUST000076,Kiaan Patel,Female,61.0,,tejas19@example.net,Purnia,UK,FL000076,Vistara,AI4146,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Delhi,Indira Gandhi International Airport,2025-11-29,18:30,00:30,Economy,34D,PNR7223556,20443,1022.15,21465.15,Net Banking,,Confirmed
1562,2025-09-28,CUST001562,  Jyoti Bhatt   ,Female,,2887974976.0,advik13@example.com,,Singapore,FL001562,Singapore Airlines,UK3977,Kolkata,Netaji Subhas Chandra Bose International Airport,Hyderabad,Rajiv Gandhi International Airport,2025-10-03,08:15,16:15,Premium Economy,35A,PNR7355778,6356,317.8,6673.8,Net Banking,Paid,Waiting
4260,2025-11-04,CUST004260,Lavanya Kashyap,Male,33.0,602148114.0,masterdaksha@example.net,Anand,Thailand,FL004260,Qatar Airways,QP9946,Singapore,Singapore Changi Airport,London,Heathrow Airport,2025-12-04,22:00,05:00,First Class,48C,PNR8643944,45866,2293.3,48159.3,Credit Card,,Confirmed
2933,2026-06-13,CUST002933,Sachi Ramesh,Male,20.0,8593914598.0,,Hosur,Thailand,FL002933,Qatar Airways,UK370,Delhi,Indira Gandhi International Airport,Singapore,Singapore Changi Airport,,11:45,12:45,,38A,PNR3067320,66913,3345.65,70258.65,Net Banking,Paid,Cancelled
3432,2025-09-14,CUST003432,Yahvi Dube,Male,27.0,12345,ydivan@example.org,Jamalpur,UK,FL003432,IndiGo,UK7570,London,Heathrow Airport,,Manohar International Airport,2025-11-18,14:15,18:15,Premium Economy,47F,PNR5206020,16168,808.4,16976.4,UPI,Pending,Waiting
814,2026-01-12,CUST000814,Aarini Kaul,Female,46.0,358242308.0,fiyazgala@example.com,Miryalaguda,Thailand,FL000814,IndiGo,QR9433,Bangkok,Suvarnabhumi Airport,Doha,Hamad International Airport,2026-05-09,08:45,12:45,,15B,PNR4265277,21122,1056.1,22178.1,UPI,,Cancelled
1447,2026-05-29,CUST001447,Lekha Sethi,Female,48.0,7850533992.0,xnarasimhan@example.com,Sonipat,UK,FL001447,Lufthansa,UK3175,Pune,Pune International Airport,Singapore,Singapore Changi Airport,2026-06-28,06:15,13:15,First Class,41A,PNR1986275,71793,3589.65,75382.65,UPI,Pending,Waiting
1233,2026-04-10,CUST001233,Balvan Kothari,Male,42.0,9315544752.0,kgrewal@example.org,,UAE,FL001233,Etihad Airways,6E2499,Dubai,Dubai International Airport,Pune,Pune International Airport,2026-04-11,03:45,12:45,,26F,PNR2280731,26346,1317.3,27663.3,UPI,Refunded,Waiting
360,2026-01-14,CUST000360,Damini Shere,Male,,7157133658.0,prashadadvaith@example.net,Bhalswa Jahangir Pur,UK,FL000360,spice jet,AI5739,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Chennai,Chennai International Airport,2026-04-07,16:45,23:45,Business,7C,PNR5092023,36944,1847.2,38791.2,Credit Card,Refunded,Waiting
1513,2025-11-07,CUST001513,Mohammed Shah,Female,20.0,3486940363.0,anika44@example.com,Kolhapur,UK,FL001513,Thai Airways,EK5138,London,Heathrow Airport,Doha,Hamad International Airport,2026-02-28,07:45,15:45,,35D,PNR1633884,65959,3297.95,69256.95,UPI,Paid,Cancelled
3949,2025-10-17,CUST003949,Zayan Dasgupta,Male,70.0,0000000000,usheth@example.com,Bhilwara,Singapore,FL003949,Vistara,UK9257,Singapore,Singapore Changi Airport,London,Heathrow Airport,2025-11-13,21:15,22:15,First Class,30B,,65571,3278.55,68849.55,Net Banking,Pending,Confirmed
4830,2026-01-31,CUST004830,Aadi Goda,Male,73.0,9946105608.0,arinsinha@example.com,Nandyal,UK,FL004830,Qatar Airways,AI3247,Hyderabad,Rajiv Gandhi International Airport,Jaipur,Jaipur International Airport,2026-05-28,03:15,09:15,,40E,PNR7214687,63602,3180.1,66782.1,Credit Card,Pending,Confirmed
209,2026-03-08,CUST000209,Meera Kamdar,Male,45.0,909338507.0,turvimadan@example.net,Tiruppur,UAE,FL000209,Lufthansa,SG2778,Chennai,Chennai International Airport,Jaipur,Jaipur International Airport,,14:00,21:00,Economy,25E,PNR7575355,43319,2165.95,45484.95,UPI,Paid,Confirmed
1993,2026-05-27,CUST001993,Mohammed Oommen,Female,,2379948132.0,abcgmail.com,Jhansi,UK,FL001993,Lufthansa,AI596,Singapore,Singapore Changi Airport,Delhi,Indira Gandhi International Airport,2026-06-04,09:15,15:15,Business,28A,PNR4306188,37692,1884.6,39576.6,Debit Card,Pending,Waiting
3580,2026-05-15,CUST003580,Dhriti Sood,Male,42.0,2943625545.0,wriddhish12@example.org,Alwar,Singapore,FL003580,Singapore Airlines,SG718,Goa,Manohar International Airport,Doha,Hamad International Airport,2026-07-28,21:00,00:00,First Class,22B,PNR5214584,58321,2916.05,61237.05,UPI,Paid,
4168,2026-06-03,CUST004168,Pallavi Aurora,Male,27.0,1607970804.0,duttaonveer@example.com,,Singapore,FL004168,Lufthansa,AI1380,Chennai,Chennai International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-06-23,08:30,11:30,Economy,13F,PNR9446849,72959,3647.95,76606.95,UPI,Refunded,Cancelled
2159,2025-12-08,CUST002159,Wazir Bora,Female,63.0,9171317617.0,battaqushi@example.net,South Dumdum,UK,FL002159,Thai Airways,6E556,Pune,Pune International Airport,,Singapore Changi Airport,2026-03-04,20:15,01:15,Economy,43D,PNR7779771,29372,1468.6,30840.6,UPI,Paid,Cancelled
98,2025-06-25,CUST000098,Pavani Grewal,Male,46.0,12345,aadhya85@example.net,Varanasi,Singapore,FL000098,IndiGo,AI7521,Bangkok,Suvarnabhumi Airport,Bengaluru,Kempegowda International Airport,2025-09-04,10:45,11:45,Economy,20A,PNR7675760,65093,3254.65,68347.65,Credit Card,Pending,Confirmed
4676,2026-02-07,CUST004676,,Female,59.0,8588449921.0,merchantwarda@example.org,,India,FL004676,Lufthansa,6E2651,Goa,Manohar International Airport,Pune,Pune International Airport,2026-03-19,07:30,13:30,Business,42A,PNR4410205,29021,1451.05,30472.05,Credit Card,Pending,Cancelled
2293,2025-06-28,CUST002293,Wriddhish Kara,Female,43.0,1927142160.0,falakdave@example.org,Sikar,India,FL002293,British Airways,SG866,London,Heathrow Airport,Chennai,Chennai International Airport,2025-08-24,04:00,13:00,Business,35F,PNR4078752,37340,1867.0,39207.0,UPI,Pending,Waiting
1402,2026-02-17,CUST001402,Simon Murthy,Female,27.0,3755397802.0,buchhemani@example.com,Bongaigaon,UK,FL001402,Etihad Airways,6E2576,Pune,Pune International Airport,Goa,Manohar International Airport,2026-04-20,13:15,20:15,Economy,15A,PNR7619160,13239,661.95,13900.95,UPI,Refunded,Cancelled
23,2025-11-20,CUST000023,Bhavini Kaul,Male,Unknown,1943215276.0,balatheodore@example.net,Gudivada,India,FL000023,Air India,6E3689,Kolkata,Netaji Subhas Chandra Bose International Airport,Delhi,Indira Gandhi International Airport,2025-12-07,15:15,16:15,First Class,28B,PNR7789164,23807,1190.35,24997.35,UPI,,Confirmed
555,2026-04-29,CUST000555,Nikita Karpe,Female,55.0,2427983717.0,deepatharv@example.com,Mahbubnagar,UK,FL000555,Qatar Airways,QP9099,Hyderabad,Rajiv Gandhi International Airport,Goa,Manohar International Airport,2026-05-27,12:45,20:45,Premium Economy,32E,PNR6944844,35779,1788.95,37567.95,Net Banking,Paid,Cancelled
3591,2025-09-25,CUST003591,Nandini Batta,Male,60.0,7016339066.0,cdave@example.net,Katihar,UK,FL003591,Etihad Airways,AI9532,Bangkok,Suvarnabhumi Airport,Pune,Pune International Airport,2026-01-08,12:45,16:45,First Class,5F,PNR6348373,-45919,2735.6,57447.6,UPI,Pending,Cancelled
